Año,Marca,Enlace Anuncio Superbowl,Enlace Youtube,Divertido,Muestra Producto Rapido,Patriótico,Celebridad,Peligro,Animales,Usa Sexo,Duración,Costo Estimado,Vistas Youtube,Me Gusta Youtube,Espectadores TV,Vistas Youtube (millones),Me Gusta Youtube (miles)
2016,Budweiser,https://superbowl-ads.com/budweiser-2016-super-bowl-50-ad-simply-put/,https://www.youtube.com/watch?v=Le_2S2db0Bk,False,True,False,True,False,False,False,60,9.6,150,0,111.86,0.0,0.0
2016,Kia,https://superbowl-ads.com/kia-optima-2016-super-bowl-50-ad-walken-closet/,https://www.youtube.com/watch?v=rBkPXt-OpA4,True,False,False,True,False,False,False,75,12.0,18064,115,111.86,0.02,0.12
2016,NFL,https://superbowl-ads.com/nfl-2016-super-bowl-50-ad-super-bowl-babies-choir/,https://www.youtube.com/watch?v=9KqekigARfE,False,False,True,True,False,False,False,180,28.8,4936065,20000,111.86,4.94,20.0
2016,Bud Light,https://superbowl-ads.com/bud-light-2016-super-bowl-50-ad-the-bud-light-party/,https://www.youtube.com/watch?v=e0ez2t6oRWY,True,True,True,True,False,True,False,60,9.6,913,0,111.86,0.0,0.0
2016,Doritos,https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-ultrasound/,https://www.youtube.com/watch?v=Qh_gOK6xDNA,True,True,False,False,False,False,False,30,4.8,1232402,8700,111.86,1.23,8.7
2016,Toyota,https://superbowl-ads.com/pokemon-2016-super-bowl-50-ad-20-years-2/,https://www.youtube.com/watch?v=EluvJby2baA,True,False,False,False,True,False,False,90,14.4,238335,1500,111.86,0.24,1.5
2016,Budweiser,https://superbowl-ads.com/budweiser-2016-super-bowl-50-ad-not-backing/,https://www.youtube.com/watch?v=to4dhysGYD0,False,True,True,False,False,True,False,30,4.8,7256,0,111.86,0.01,0.0
2016,Doritos,https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-doritos-dogs/,https://www.youtube.com/watch?v=MNRAdrB9TSs,True,True,False,False,False,True,False,30,4.8,1537184,3500,111.86,1.54,3.5
2017,NFL,https://superbowl-ads.com/2017-nfl-super-bowl-51-li-tv-commercial-super-bowl-baby-legends/,https://www.youtube.com/watch?v=sryly7XTqLY,False,True,False,False,False,False,False,30,5.4,30469,98,111.32,0.03,0.1
2017,NFL,https://superbowl-ads.com/2017-nfl-super-bowl-51-li-tv-commercial-inside-lines/,https://www.youtube.com/watch?v=pvKBdrx4quA,False,True,True,True,False,False,False,60,10.8,314261,2200,111.32,0.31,2.2
2017,Kia,https://superbowl-ads.com/2017-kia-super-bowl-51-li-tv-commercial-heros-journey-starring-melissa-mccarthy/,https://www.youtube.com/watch?v=pVxmT2x3Od4,True,False,False,True,True,True,False,75,13.5,145269,1400,111.32,0.15,1.4
2017,Budweiser,https://superbowl-ads.com/2017-budweiser-super-bowl-51-li-tv-commercial-born-hard-way/,https://www.youtube.com/watch?v=HtBZvl7dIu4,False,False,True,False,True,False,False,60,10.8,28795017,48000,111.32,28.8,48.0
2017,Hyundai,https://superbowl-ads.com/2017-hyundai-super-bowl-51-li-tv-commercial-better-super-bowl/,https://www.youtube.com/watch?v=C0TTKmW3PTY,False,False,True,False,False,False,False,90,16.2,19349,176,111.32,0.02,0.18
2018,Toyota,https://superbowl-ads.com/good-odds-toyota/,https://www.youtube.com/watch?v=zeBZvwYQ-hA,False,False,False,False,False,False,False,60,10.48,184299,1300,103.39,0.18,1.3
2018,Hyundai,https://superbowl-ads.com/hope-detector-nfl-super-bowl-lii-hyundai/,https://www.youtube.com/watch?v=lNPccrGk77A,False,True,False,False,False,False,False,60,10.48,222,2,103.39,0.0,0.0
2018,Doritos,https://superbowl-ads.com/2018-doritos-blaze-vs-mtn-dew-ice/,https://www.youtube.com/watch?v=rZh_CbcVe7M,True,True,False,True,False,False,False,60,10.48,33684,527,103.39,0.03,0.53
2018,Coca-Cola,https://superbowl-ads.com/life-is-short-have-a-diet-coke-because-i-can-diet-coke/,https://www.youtube.com/watch?v=be5DH6jQs38,False,True,False,True,False,False,False,30,5.24,353,2,103.39,0.0,0.0
2018,Kia,https://superbowl-ads.com/2018-kia-stinger-steven-tyler-big-game-ad-feel-something-again/,https://www.youtube.com/watch?v=9_dE6Z2HK8I,False,False,False,True,False,False,False,60,10.48,30408,353,103.39,0.03,0.35
2018,Pepsi,https://superbowl-ads.com/2018_pepsi_this_is_the_pepsi/,https://www.youtube.com/watch?v=0gHYd67OumQ,False,True,True,True,False,False,False,60,10.48,736511,3200,103.39,0.74,3.2
2018,NFL,https://superbowl-ads.com/touchdown-celebrations-to-come-nfl-super-bowl-lii-commercial/,https://www.youtube.com/watch?v=YDfDElTyLu8&ab_channel=SuperBowlCommercials,True,True,False,True,False,False,False,60,10.48,5,0,103.39,0.0,0.0
2018,Coca-Cola,https://superbowl-ads.com/2018-coca-cola-super-bowl-ad-wonder-us/,https://www.youtube.com/watch?v=-R-EEdvDrUU,False,True,True,False,False,False,False,60,10.48,213433,805,103.39,0.21,0.8
2018,Budweiser,https://superbowl-ads.com/41891-2/,https://www.youtube.com/watch?v=GNVw5f16GEM,False,False,True,False,False,False,False,60,10.48,43500,162,103.39,0.04,0.16
2018,Bud Light,https://superbowl-ads.com/bud-light-the-bud-knight/,https://www.youtube.com/watch?v=q-QTDm1kdwo,True,True,False,False,True,True,False,60,10.48,39955,590,103.39,0.04,0.59
2018,Bud Light,https://superbowl-ads.com/bud-light-ye-olde-pep-talk/,https://www.youtube.com/watch?v=xza7T89Lda4,True,True,False,False,True,True,False,45,7.86,3346,17,103.39,0.0,0.02
2018,Coca-Cola,https://superbowl-ads.com/diet-coke-twisted-mango-groove/,https://www.youtube.com/watch?v=nkGd47iB-wU,False,True,False,False,False,False,True,30,5.24,523,4,103.39,0.0,0.0
2018,E-Trade,https://superbowl-ads.com/etrade-commercial-this-is-getting-old/,https://www.youtube.com/watch?v=Qx5-AZlfjp4,True,False,True,False,False,False,True,30,5.24,35776,185,103.39,0.04,0.18
2018,Toyota,https://superbowl-ads.com/toyota-2018-big-game-ad-one-team/,https://www.youtube.com/watch?v=QwF3ipuNyfc,True,True,True,False,False,False,False,60,10.48,360490,1400,103.39,0.36,1.4
2019,Hyundai,https://superbowl-ads.com/2019-hyundai-shopper-assurance-the-elevator-with-jason-bateman/,https://www.youtube.com/watch?v=6mfJ0EsqLWs,True,False,True,True,False,False,False,60,10.4,47309,289,98.19,0.05,0.29
2019,Doritos,https://superbowl-ads.com/2019-doritos-now-its-hot-with-chance-the-rapper-and-backstreet-boys/,https://www.youtube.com/watch?v=NvIcPAxZ39o,False,True,False,True,False,False,False,60,10.4,64914,1000,98.19,0.06,1.0
2019,Pepsi,https://superbowl-ads.com/2019-pepsi-more-than-ok/,https://www.youtube.com/watch?v=64UH1_D95gQ,True,True,False,True,False,False,True,60,10.4,99902,1000,98.19,0.1,1.0
2019,NFL,https://superbowl-ads.com/2019-nfl-nfl100/,https://www.youtube.com/watch?v=sl8ooTIMk2w,True,True,False,True,False,False,False,120,20.8,82052,712,98.19,0.08,0.71
2019,Pepsi,https://superbowl-ads.com/2019-pepsi-bubly-buble/,https://www.youtube.com/watch?v=I-_Uh-vZXgo,True,True,False,True,False,False,False,30,5.2,176868,1400,98.19,0.18,1.4
2019,Bud Light,https://superbowl-ads.com/2019-bud-light-medieval-barbers/,https://www.youtube.com/watch?v=hkSQ2Vr41bM,True,True,False,False,False,False,False,15,2.6,37292,67,98.19,0.04,0.07
2019,Toyota,https://superbowl-ads.com/2019-toyota-supra-wizard/,https://www.youtube.com/watch?v=ZuBbnZ3UbJw,False,True,False,False,False,False,False,60,10.4,0,0,98.19,0.0,0.0
2019,Toyota,https://superbowl-ads.com/2019-toyota-toni-with-antoinette-harris/,https://www.youtube.com/watch?v=wegrVsP3gK4,False,True,False,False,False,False,False,60,10.4,6057,39,98.19,0.01,0.04
2019,Budweiser,https://superbowl-ads.com/2019-budweiser-wind-never-felt-better/,,False,False,False,False,False,True,False,60,10.4,0,0,98.19,0.0,0.0
2019,Coca-Cola,https://superbowl-ads.com/2019-coca-cola-a-coke-is-a-coke/,https://www.youtube.com/watch?v=WTqL_giKNHQ,False,True,True,False,False,True,False,60,10.4,85240,437,98.19,0.09,0.44
2019,Kia,https://superbowl-ads.com/2020-kia-telluride-give-it-everything/,https://www.youtube.com/watch?v=sS8dkRhDirY,False,False,True,False,False,True,False,90,15.6,2094,0,98.19,0.0,0.0
2019,Bud Light,https://superbowl-ads.com/2019-bud-light-special-delivery/,https://www.youtube.com/watch?v=2HqHA0MFlkY,True,True,False,False,True,False,False,60,10.4,38590,89,98.19,0.04,0.09
2019,Kia,https://superbowl-ads.com/2019-kia-the-great-unknowns-what-if/,https://www.youtube.com/watch?v=nONhop0Kq-E,False,False,True,False,False,False,False,30,5.2,605,2,98.19,0.0,0.0
2019,Bud Light,https://superbowl-ads.com/2019-bud-light-trojan-horse-occupants/,https://www.youtube.com/watch?v=nScg3KmA_6k,True,True,False,False,False,False,False,15,2.6,222,3,98.19,0.0,0.0
2019,Bud Light,https://superbowl-ads.com/2019-bud-light-game-of-thrones-joust/,https://www.youtube.com/watch?v=8fhOItB0zUM,True,True,False,False,True,True,False,60,10.4,7678655,94000,98.19,7.68,94.0
2020,Bud Light,https://superbowl-ads.com/2020-bud-light-seltzer-inside-posts-brain/,https://www.youtube.com/watch?v=nbbp0VW7z8w,True,True,False,True,True,False,False,60,11.2,76790,998,100.45,0.08,1.0
2020,Toyota,https://superbowl-ads.com/2020-toyota-go-places-with-cobie-smulders/,https://www.youtube.com/watch?v=f34Ji70u3nk,True,True,False,True,True,True,False,60,11.2,27694,138,100.45,0.03,0.14
2020,Coca-Cola,https://superbowl-ads.com/2020-coca-cola-energy-show-up/,https://www.youtube.com/watch?v=-gAZRN3SCBw,True,False,False,True,False,True,False,60,11.2,309037,1400,100.45,0.31,1.4
2020,Kia,https://superbowl-ads.com/2020-kia-tough-never-quits/,https://www.youtube.com/watch?v=lMs79UXam9A,False,False,False,True,False,False,False,60,11.2,25604,111,100.45,0.03,0.11
2020,Hyundai,https://superbowl-ads.com/2020-hyundai-smaht-pahk/,https://www.youtube.com/watch?v=WBvkmWDjsYc,True,True,False,True,False,True,False,60,11.2,198025,2000,100.45,0.2,2.0
2020,Budweiser,https://superbowl-ads.com/2020-budweiser-typical-american/,https://www.youtube.com/watch?v=J0xugdotpp8,False,True,True,True,True,False,False,60,11.2,1760,12,100.45,0.0,0.01
2020,NFL,https://superbowl-ads.com/2020-nfl-next-100/,https://www.youtube.com/watch?v=lbkafMhmvMo,False,False,True,True,False,False,False,170,31.73,33318675,202000,100.45,33.32,202.0
2020,Doritos,https://superbowl-ads.com/2020-doritos-the-cool-ranch-with-lil-nas-x-and-sam-elliott/,https://www.youtube.com/watch?v=6xVnq31Vk8Y,True,True,False,True,True,True,False,60,11.2,2137823,11000,100.45,2.14,11.0
2020,Pepsi,https://superbowl-ads.com/2020-pepsi-zero-sugar-done-right/,https://www.youtube.com/watch?v=Ozb_fJB_z6o,False,True,False,True,False,False,False,30,5.6,34221,155,100.45,0.03,0.16
2021,E-Trade,https://www.superbowl-ads.com/2021-etrade-workout/,https://www.youtube.com/watch?v=QagQxo4IZx8,True,False,False,True,False,False,False,30,5.5,177,6,91.63,0.0,0.01
2021,Toyota,https://www.superbowl-ads.com/2021-toyota-jessica-longs-story-upstream/,https://www.youtube.com/watch?v=fqWG5_7nwyk&t=1s,False,False,True,False,False,False,False,60,11.0,1399700,12000,91.63,1.4,12.0
2021,Bud Light,https://www.superbowl-ads.com/2021-bud-light-legends/,https://www.youtube.com/watch?v=IOjsm02SVF4,True,True,False,True,True,False,False,60,11.0,4250,33,91.63,0.0,0.03
2021,Doritos,https://www.superbowl-ads.com/2021-doritos-3d-flat-matthew/,https://www.youtube.com/watch?v=BLuqtTn4610&t=9s,True,False,False,True,True,True,False,60,11.0,21546933,20000,91.63,21.55,20.0
2021,Bud Light,https://www.superbowl-ads.com/2021-bud-light-last-years-lemons/,https://www.youtube.com/watch?v=g6CVKs77X74,True,True,False,False,True,False,False,60,11.0,5140823,2900,91.63,5.14,2.9
